                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.0184,                  1.222,                 1.1832,                 0.6136,                 0.6912,                0.67394,                0.45632,                 1.0049,                  1.213,                 1.1512,             0.00063676,             0.00063676,             0.00063676
                     30,                  1.003,                 1.2279,                 1.1833,                0.61399,                0.70099,                 0.6992,                0.48618,                0.94781,                 1.1828,                 1.1002,             0.00060847,             0.00060847,             0.00060847
                     31,                 1.0004,                 1.2125,                 1.1829,                   0.59,                0.70353,                  0.687,                0.47278,                 0.9711,                 1.2001,                 1.1166,             0.00058017,             0.00058017,             0.00058017
                     32,                 1.0078,                 1.2023,                 1.1912,                0.60485,                0.67802,                0.67015,                0.45561,                 1.0033,                 1.2245,                 1.1448,             0.00055188,             0.00055188,             0.00055188
                     33,                0.99434,                 1.1917,                 1.1802,                0.62191,                0.71233,                0.70234,                0.48688,                0.96334,                 1.1679,                 1.1099,             0.00052359,             0.00052359,             0.00052359
                     34,                0.99072,                 1.1987,                 1.1794,                0.62637,                 0.7037,                0.69202,                0.48205,                0.94662,                 1.1862,                 1.1024,             0.00049529,             0.00049529,             0.00049529
                     35,                0.98604,                 1.1798,                 1.1728,                0.60895,                0.71103,                0.68967,                0.47473,                0.95646,                 1.1844,                 1.1114,               0.000467,               0.000467,               0.000467
                     36,                0.98157,                 1.1966,                 1.1754,                0.58087,                0.73093,                0.68881,                0.48071,                0.96232,                 1.1708,                  1.108,              0.0004387,              0.0004387,              0.0004387
                     37,                0.97236,                 1.1723,                 1.1727,                0.57595,                0.71415,                0.68913,                0.48506,                0.93213,                 1.1636,                 1.0941,             0.00041041,             0.00041041,             0.00041041
                     38,                0.96171,                 1.1753,                  1.177,                0.61001,                0.71849,                0.69208,                0.49324,                0.93162,                 1.1406,                 1.0904,             0.00038211,             0.00038211,             0.00038211
                     39,                0.98093,                 1.1705,                 1.1778,                0.59528,                0.71269,                0.69606,                0.48948,                0.94067,                 1.1381,                 1.1005,             0.00035382,             0.00035382,             0.00035382
                     40,                0.96002,                 1.1667,                 1.1741,                0.61733,                0.73016,                0.70359,                0.49635,                0.93104,                 1.1229,                 1.0966,             0.00032553,             0.00032553,             0.00032553
                     41,                0.95067,                 1.0769,                 1.1297,                0.62978,                0.69155,                0.69552,                 0.4965,                 0.9267,                 1.1173,                 1.0963,             0.00029723,             0.00029723,             0.00029723
                     42,                0.93538,                 1.0489,                 1.1197,                0.60531,                0.71258,                0.69933,                0.50577,                0.91527,                 1.1049,                  1.075,             0.00026894,             0.00026894,             0.00026894
                     43,                0.92753,                 1.0398,                 1.1174,                0.59748,                0.71074,                0.69387,                0.50165,                0.90267,                 1.1104,                 1.0798,             0.00024064,             0.00024064,             0.00024064
                     44,                0.91934,                 1.0311,                 1.1098,                0.60438,                0.70922,                0.69756,                0.51223,                0.89391,                 1.1002,                 1.0653,             0.00021235,             0.00021235,             0.00021235
                     45,                 0.9218,                 1.0135,                 1.1046,                0.61798,                0.72246,                0.71343,                 0.5173,                0.88239,                 1.0881,                 1.0598,             0.00018406,             0.00018406,             0.00018406
                     46,                0.89978,                 1.0135,                  1.093,                0.64233,                0.70832,                0.71193,                  0.519,                0.89034,                 1.0809,                 1.0668,             0.00015576,             0.00015576,             0.00015576
                     47,                0.89862,                0.99851,                 1.0958,                0.63856,                0.70818,                0.71083,                0.51741,                0.89256,                 1.0836,                 1.0654,             0.00012747,             0.00012747,             0.00012747
                     48,                0.89852,                0.99403,                 1.0988,                0.62781,                0.72017,                0.71319,                0.52231,                0.88426,                 1.0791,                  1.063,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     49,                0.88138,                 0.9707,                 1.0876,                0.62618,                0.71819,                0.71821,                0.52578,                0.89153,                 1.0692,                  1.064,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     50,                0.88623,                0.97935,                 1.0933,                0.62717,                0.71598,                0.71421,                0.52194,                0.89186,                   1.07,                 1.0673,             4.2584e-05,             4.2584e-05,             4.2584e-05
